timestamp,national_avg,bc,ab,sk,mb,on,qc,nb,ns,pe,nl
2026-07-17T15:05:35.437682,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T15:32:23.350397,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T15:46:42.217006,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T15:46:42.307001,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T15:49:16.720209,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T15:50:01.894520,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T15:50:01.994029,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T16:02:32.486399,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T16:03:09.828887,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T16:03:09.924423,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T16:03:18.174135,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T16:03:25.478430,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T16:03:25.581264,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T16:17:25.971658,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T16:17:26.040584,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T16:32:41.941367,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T16:55:17.131060,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T16:55:17.197730,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T16:59:35.653711,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T16:59:35.717371,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T17:02:50.521679,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T17:10:30.662359,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T17:10:30.775358,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T17:32:59.247756,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T18:03:07.563405,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T18:33:16.894457,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T19:03:28.579751,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T19:08:49.418833,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T19:08:49.519456,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T19:11:26.998904,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T19:11:27.070226,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T19:19:51.731939,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T19:19:51.800752,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T19:22:11.085791,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T19:22:11.153589,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T19:33:36.264747,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T19:36:42.609323,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T19:36:42.717763,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T19:46:01.564703,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T19:46:08.926998,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T19:48:00.926792,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T19:48:01.055048,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T19:53:05.954793,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T19:53:06.056852,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T19:55:21.196027,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T19:55:21.264811,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T19:59:00.994704,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T19:59:01.070671,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T20:02:02.939720,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T20:02:03.039513,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T20:03:46.305534,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T20:05:32.127546,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T20:05:32.188574,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T20:07:05.781384,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T20:07:05.888837,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T20:07:15.090265,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T20:07:38.906727,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T20:07:39.013803,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T20:23:17.089999,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T20:23:17.192569,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T20:33:42.323720,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T20:33:42.428942,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T20:33:54.504635,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T20:40:44.691280,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T20:40:44.753508,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T21:04:03.250594,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T21:06:04.939844,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T21:06:05.001125,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T21:34:13.206892,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T22:04:22.461373,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T22:06:47.722526,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T22:06:47.816234,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T22:08:40.633727,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T22:08:40.714845,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T22:14:01.858018,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T22:14:01.928088,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T22:18:28.204741,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T22:18:28.308753,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T22:21:29.659034,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T22:21:29.760535,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T22:22:50.199524,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T22:22:50.277816,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T22:34:32.131524,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T23:04:40.555839,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-17T23:34:49.275279,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T00:04:57.625912,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T00:13:26.586450,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T00:13:26.646027,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T00:35:06.454534,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T01:05:16.938028,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T01:35:25.567971,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T02:05:34.899122,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T02:35:44.164103,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T03:05:52.066030,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T03:36:00.738505,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T04:06:09.816998,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T04:36:18.771856,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T05:06:28.386553,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T05:36:36.603768,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T06:06:45.743432,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T06:36:53.982389,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T07:07:03.175973,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T07:37:12.955106,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T08:07:20.984117,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T08:37:29.060442,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T09:07:38.722835,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T09:37:46.940973,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T10:07:57.659671,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T10:38:07.305232,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T11:08:23.723124,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T11:09:14.907389,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T11:14:34.606502,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T11:15:03.580706,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T11:39:22.208049,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T12:09:32.162439,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T12:39:43.021381,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T13:09:53.126890,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T13:40:02.156563,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T14:10:11.511429,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T14:40:19.312137,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T15:10:28.887440,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T15:40:37.189926,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T16:10:45.306912,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T16:40:54.895758,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T17:11:04.059935,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T17:42:10.625019,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T18:12:18.563116,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T18:42:30.625591,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T19:13:37.682422,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T19:43:46.019281,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T20:13:54.919536,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T20:44:06.057953,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T21:15:13.853531,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T21:45:22.115385,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T22:15:33.133729,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T22:45:40.842001,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T23:15:50.245782,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-18T23:45:58.231757,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-19T00:16:06.473690,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-19T00:46:16.255574,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-19T01:16:25.345430,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-19T01:46:34.572497,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-19T02:17:43.932447,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-19T02:41:56.464343,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-19T02:48:52.868550,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-19T03:20:00.246398,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-19T03:50:08.366747,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-19T04:20:21.398940,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-19T04:51:26.291302,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-19T05:21:32.089555,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-19T05:51:44.152057,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-19T06:21:51.303223,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-19T06:52:00.042080,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-19T07:22:09.005010,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-19T07:52:17.873009,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-19T08:22:25.906708,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-19T08:52:35.354823,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-19T09:22:44.373111,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-19T09:52:51.980017,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-19T10:23:01.032048,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-19T10:53:09.653674,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-19T11:23:18.135860,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-19T11:43:00.228703,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-19T11:53:27.633181,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-19T12:22:21.116960,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-19T12:23:36.089083,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
2026-07-19T12:29:47.749873,168.7,185.9,152.4,158.7,160.2,167.8,172.5,169.1,170.3,171.8,178.0
